session_id,user_id,channel,device,country,session_date,pages_viewed,converted
sess_0454,user_227,organic,mobile,SG,20-01-2024,2,0
sess_0455,user_699,social,desktop,US,31-01-2024,1,0
sess_0456,user_230,organic,tablet,UK,21-01-2024,1,0
sess_0457,user_434,organic,desktop,US,23-01-2024,3,0
sess_0458,user_694,email,desktop,UK,22-02-2024,3,0
sess_0459,user_575,paid_search,desktop,UK,04-01-2024,8,1
sess_0460,user_345,social,desktop,US,23-01-2024,1,0
sess_0461,user_193,direct,desktop,SG,12-02-2024,3,0
sess_0462,user_414,organic,desktop,SG,22-02-2024,5,0
sess_0463,user_266,social,desktop,DE,26-03-2024,3,0
sess_0464,user_195,direct,mobile,DE,01-02-2024,5,0
sess_0465,user_688,organic,desktop,DE,04-02-2024,4,0
sess_0466,user_186,paid_search,mobile,US,21-01-2024,5,0
sess_0467,user_188,organic,mobile,DE,30-03-2024,5,0
sess_0468,user_315,direct,desktop,DE,14-01-2024,2,0
sess_0469,user_121,paid_search,desktop,US,18-02-2024,4,0
sess_0470,user_484,paid_search,desktop,UK,05-01-2024,1,0
sess_0471,user_424,email,mobile,SG,01-03-2024,3,0
sess_0472,user_584,organic,desktop,US,29-01-2024,4,0
sess_0473,user_083,email,tablet,US,26-01-2024,2,0
sess_0474,user_463,paid_search,desktop,US,28-02-2024,1,0
sess_0475,user_091,organic,desktop,US,14-02-2024,4,0
sess_0476,user_393,organic,mobile,US,09-02-2024,4,0
sess_0477,user_544,organic,mobile,DE,30-01-2024,3,0
sess_0478,user_320,organic,desktop,UK,29-01-2024,3,0
sess_0479,user_306,organic,mobile,UK,04-01-2024,1,0
sess_0480,user_138,direct,mobile,UK,25-03-2024,4,0
sess_0481,user_020,organic,tablet,US,25-01-2024,4,0
sess_0482,user_517,organic,desktop,US,21-02-2024,5,0
sess_0483,user_548,organic,mobile,DE,12-02-2024,7,1
sess_0484,user_050,social,desktop,US,05-02-2024,1,0
sess_0485,user_157,social,mobile,US,09-01-2024,4,0
sess_0486,user_679,organic,desktop,US,05-02-2024,1,0
sess_0487,user_524,paid_search,desktop,DE,14-02-2024,1,0
sess_0488,user_624,social,mobile,US,23-03-2024,2,0
sess_0489,user_303,organic,mobile,UK,06-03-2024,4,0
sess_0490,user_339,organic,mobile,SG,21-02-2024,4,0
sess_0491,user_686,organic,mobile,US,27-03-2024,5,0
sess_0492,user_263,paid_search,tablet,DE,09-03-2024,1,0
sess_0493,user_103,social,mobile,AU,12-02-2024,1,0
sess_0494,user_437,email,desktop,SG,04-01-2024,3,0
sess_0495,user_680,social,mobile,DE,15-01-2024,2,0
sess_0496,user_096,social,mobile,SG,03-02-2024,3,0
sess_0497,user_279,paid_search,mobile,US,23-01-2024,4,0
sess_0498,user_116,email,desktop,UK,15-03-2024,2,0
sess_0499,user_427,organic,desktop,AU,03-02-2024,1,0
sess_0500,user_389,direct,mobile,UK,05-01-2024,5,0
sess_0501,user_495,social,desktop,SG,14-01-2024,2,0
sess_0502,user_671,direct,mobile,US,17-03-2024,7,1
sess_0503,user_579,organic,desktop,DE,25-02-2024,5,0
sess_0504,user_098,organic,tablet,SG,14-02-2024,5,0
sess_0505,user_153,paid_search,desktop,UK,10-02-2024,4,0
sess_0506,user_518,email,desktop,AU,25-02-2024,5,1
sess_0507,user_329,email,desktop,SG,18-03-2024,10,1
sess_0508,user_413,organic,tablet,US,06-03-2024,4,0
sess_0509,user_511,email,mobile,US,15-01-2024,1,0
sess_0510,user_414,paid_search,mobile,UK,19-02-2024,1,0
sess_0511,user_634,paid_search,desktop,US,14-03-2024,5,0
sess_0512,user_350,social,desktop,UK,25-01-2024,4,0
sess_0513,user_635,paid_search,mobile,US,02-02-2024,5,0
sess_0514,user_675,paid_search,desktop,US,06-01-2024,1,0
sess_0515,user_561,organic,mobile,SG,25-02-2024,3,0
sess_0516,user_420,paid_search,desktop,US,01-01-2024,2,0
sess_0517,user_221,organic,desktop,US,07-03-2024,4,0
sess_0518,user_048,paid_search,desktop,DE,09-03-2024,4,0
sess_0519,user_469,direct,desktop,UK,28-03-2024,4,0
sess_0520,user_050,social,tablet,US,26-03-2024,5,0
sess_0521,user_593,paid_search,mobile,UK,26-01-2024,2,0
sess_0522,user_330,organic,desktop,US,16-02-2024,5,0
sess_0523,user_281,paid_search,mobile,AU,25-02-2024,2,0
sess_0524,user_423,paid_search,mobile,US,09-01-2024,2,0
sess_0525,user_322,social,desktop,UK,26-03-2024,5,0
sess_0526,user_298,social,tablet,UK,12-02-2024,5,0
sess_0527,user_516,social,tablet,US,20-03-2024,2,0
sess_0528,user_492,paid_search,desktop,DE,10-02-2024,5,0
sess_0529,user_293,paid_search,tablet,DE,25-03-2024,5,0
sess_0530,user_149,email,mobile,US,16-01-2024,4,0
sess_0531,user_700,organic,mobile,US,08-02-2024,3,0
sess_0532,user_034,organic,desktop,DE,05-03-2024,5,0
sess_0533,user_230,paid_search,mobile,UK,09-02-2024,5,0
sess_0534,user_681,social,desktop,US,26-03-2024,3,0
sess_0535,user_566,organic,mobile,US,22-02-2024,3,0
sess_0536,user_231,organic,desktop,US,11-02-2024,4,0
sess_0537,user_618,direct,desktop,UK,21-02-2024,5,0
sess_0538,user_192,organic,desktop,US,30-03-2024,1,0
sess_0539,user_570,direct,desktop,US,07-02-2024,7,1
sess_0540,user_159,organic,mobile,SG,11-03-2024,10,1
sess_0541,user_678,organic,tablet,UK,17-01-2024,5,0
sess_0542,user_539,organic,desktop,UK,25-01-2024,3,0
sess_0543,user_557,organic,mobile,US,23-02-2024,4,0
sess_0544,user_340,paid_search,mobile,US,26-03-2024,3,0
sess_0545,user_665,paid_search,mobile,DE,18-02-2024,5,0
sess_0546,user_637,organic,desktop,US,27-03-2024,5,0
sess_0547,user_396,organic,mobile,SG,23-01-2024,1,0
sess_0548,user_527,organic,desktop,US,19-03-2024,3,0
sess_0549,user_329,email,mobile,US,13-03-2024,2,0
sess_0550,user_547,paid_search,tablet,US,08-02-2024,5,0
sess_0551,user_107,organic,mobile,DE,21-02-2024,4,0
sess_0552,user_663,organic,desktop,SG,11-03-2024,4,0
sess_0553,user_039,email,mobile,DE,01-01-2024,8,1
sess_0554,user_234,organic,mobile,DE,08-02-2024,5,0
sess_0555,user_018,direct,mobile,UK,06-02-2024,3,0
sess_0556,user_600,paid_search,mobile,US,27-01-2024,1,0
sess_0557,user_309,organic,desktop,US,25-02-2024,3,0
sess_0558,user_486,social,mobile,AU,15-03-2024,1,0
sess_0559,user_303,organic,mobile,DE,18-03-2024,5,0
sess_0560,user_012,direct,mobile,DE,24-03-2024,3,0
sess_0561,user_404,paid_search,desktop,US,11-02-2024,12,1
sess_0562,user_217,paid_search,tablet,US,29-02-2024,3,0
sess_0563,user_632,paid_search,desktop,UK,26-02-2024,2,0
sess_0564,user_563,email,mobile,US,26-02-2024,1,0
sess_0565,user_203,paid_search,mobile,US,27-03-2024,1,0
sess_0566,user_103,social,mobile,US,28-01-2024,2,0
sess_0567,user_632,organic,mobile,US,06-03-2024,3,0
sess_0568,user_439,social,desktop,US,01-03-2024,3,0
sess_0569,user_284,organic,mobile,DE,22-01-2024,4,0
sess_0570,user_457,email,mobile,DE,25-03-2024,4,0
sess_0571,user_084,paid_search,mobile,UK,11-01-2024,5,0
sess_0572,user_642,email,desktop,US,06-02-2024,3,0
sess_0573,user_596,organic,mobile,US,06-03-2024,1,0
sess_0574,user_557,paid_search,desktop,US,25-03-2024,7,1
sess_0575,user_229,email,mobile,DE,22-03-2024,4,0
sess_0576,user_523,email,desktop,SG,20-03-2024,5,0
sess_0577,user_170,organic,mobile,US,12-02-2024,5,0
sess_0578,user_676,social,mobile,US,12-01-2024,5,0
sess_0579,user_225,email,mobile,DE,31-01-2024,1,0
sess_0580,user_531,social,mobile,US,27-03-2024,2,0
sess_0581,user_041,direct,mobile,UK,09-02-2024,1,0
sess_0582,user_270,direct,mobile,DE,29-01-2024,3,0
sess_0583,user_670,paid_search,desktop,US,26-01-2024,5,0
sess_0584,user_529,email,mobile,US,19-01-2024,2,0
sess_0585,user_007,paid_search,desktop,US,04-01-2024,5,0
sess_0586,user_217,paid_search,mobile,US,06-01-2024,3,0
sess_0587,user_425,organic,mobile,UK,01-02-2024,2,0
sess_0588,user_605,email,desktop,UK,01-03-2024,2,0
sess_0589,user_607,organic,desktop,US,19-03-2024,12,1
sess_0590,user_171,organic,desktop,US,10-01-2024,1,0
sess_0591,user_653,organic,mobile,AU,28-02-2024,5,0
sess_0592,user_222,organic,desktop,DE,23-02-2024,1,0
sess_0593,user_616,paid_search,tablet,SG,21-03-2024,4,0
sess_0594,user_271,organic,desktop,DE,14-03-2024,5,0
sess_0595,user_236,organic,desktop,AU,25-01-2024,1,0
sess_0596,user_430,paid_search,mobile,US,30-03-2024,5,0
sess_0597,user_040,email,desktop,US,19-02-2024,5,0
sess_0598,user_618,email,mobile,DE,04-03-2024,2,0
sess_0599,user_535,paid_search,mobile,AU,21-02-2024,4,0
sess_0600,user_391,paid_search,desktop,DE,01-02-2024,4,0
sess_0601,user_101,paid_search,desktop,SG,19-01-2024,5,0
sess_0602,user_291,paid_search,mobile,DE,24-03-2024,1,0
sess_0603,user_592,paid_search,mobile,US,29-03-2024,3,1
sess_0604,user_419,paid_search,mobile,US,01-01-2024,3,0
sess_0605,user_434,paid_search,mobile,DE,14-01-2024,5,0
sess_0606,user_424,paid_search,desktop,AU,24-02-2024,2,0
sess_0607,user_260,paid_search,desktop,US,29-01-2024,4,0
sess_0608,user_676,direct,desktop,DE,23-01-2024,2,0
sess_0609,user_220,organic,mobile,DE,30-03-2024,1,0
sess_0610,user_165,paid_search,desktop,SG,07-03-2024,1,0
sess_0611,user_615,paid_search,desktop,SG,29-02-2024,4,0
sess_0612,user_394,paid_search,mobile,US,07-01-2024,1,0
sess_0613,user_059,direct,mobile,DE,12-03-2024,5,0
sess_0614,user_673,direct,desktop,UK,01-02-2024,2,0
sess_0615,user_529,direct,mobile,US,16-01-2024,5,0
sess_0616,user_162,social,desktop,DE,28-02-2024,1,0
sess_0617,user_601,organic,mobile,US,18-01-2024,4,0
sess_0618,user_292,organic,mobile,DE,29-02-2024,5,0
sess_0619,user_232,social,desktop,UK,26-03-2024,3,0
sess_0620,user_180,social,mobile,AU,08-03-2024,3,0
sess_0621,user_526,paid_search,mobile,US,12-03-2024,1,0
sess_0622,user_387,direct,desktop,SG,17-03-2024,4,0
sess_0623,user_698,paid_search,desktop,DE,10-02-2024,4,0
sess_0624,user_392,paid_search,desktop,US,26-02-2024,1,0
sess_0625,user_423,social,tablet,DE,19-03-2024,3,0
sess_0626,user_295,direct,mobile,US,05-03-2024,2,0
sess_0627,user_488,organic,desktop,SG,24-02-2024,2,0
sess_0628,user_511,organic,mobile,UK,11-03-2024,2,0
sess_0629,user_208,social,mobile,US,27-02-2024,2,0
sess_0630,user_081,email,desktop,US,21-01-2024,1,0
sess_0631,user_044,social,desktop,UK,01-03-2024,5,0
sess_0632,user_282,email,mobile,US,27-02-2024,5,0
sess_0633,user_591,paid_search,tablet,SG,03-02-2024,2,0
sess_0634,user_515,organic,mobile,US,01-02-2024,1,0
sess_0635,user_531,organic,desktop,DE,22-03-2024,1,0
sess_0636,user_104,paid_search,desktop,US,05-02-2024,5,0
sess_0637,user_276,organic,desktop,US,07-03-2024,2,0
sess_0638,user_430,paid_search,desktop,US,03-03-2024,2,0
sess_0639,user_586,social,mobile,SG,21-03-2024,2,0
sess_0640,user_242,organic,desktop,US,31-01-2024,3,0
sess_0641,user_485,paid_search,desktop,US,05-02-2024,2,0
sess_0642,user_547,email,mobile,UK,26-02-2024,5,0
sess_0643,user_049,social,desktop,US,10-01-2024,5,0
sess_0644,user_645,paid_search,desktop,US,06-02-2024,4,0
sess_0645,user_264,organic,desktop,US,31-01-2024,5,0
sess_0646,user_204,organic,mobile,US,04-02-2024,5,0
sess_0647,user_364,paid_search,desktop,UK,12-02-2024,3,0
sess_0648,user_391,organic,mobile,DE,10-02-2024,1,0
sess_0649,user_432,social,mobile,AU,10-03-2024,3,0
sess_0650,user_352,social,desktop,SG,11-01-2024,2,0
sess_0651,user_278,organic,mobile,US,18-01-2024,4,0
sess_0652,user_462,email,desktop,AU,20-01-2024,5,0
sess_0653,user_082,paid_search,mobile,US,30-01-2024,3,0
sess_0654,user_562,organic,mobile,US,19-02-2024,4,0
sess_0655,user_269,organic,desktop,UK,29-03-2024,1,0
sess_0656,user_254,social,mobile,AU,20-01-2024,2,0
sess_0657,user_030,social,mobile,US,28-01-2024,2,0
sess_0658,user_554,organic,mobile,SG,09-01-2024,4,0
sess_0659,user_182,direct,mobile,US,23-02-2024,5,0
sess_0660,user_537,paid_search,mobile,DE,22-02-2024,4,0
sess_0661,user_092,social,mobile,SG,12-02-2024,2,0
sess_0662,user_536,paid_search,mobile,US,10-03-2024,1,0
sess_0663,user_504,email,desktop,US,29-02-2024,1,0
sess_0664,user_612,direct,mobile,US,23-02-2024,3,0
sess_0665,user_448,organic,mobile,US,08-01-2024,5,0
sess_0666,user_226,paid_search,mobile,DE,27-01-2024,4,0
sess_0667,user_279,organic,mobile,US,23-02-2024,5,0
sess_0668,user_187,organic,desktop,SG,19-02-2024,1,0
sess_0669,user_504,organic,mobile,UK,15-03-2024,5,0
sess_0670,user_105,organic,mobile,US,30-03-2024,2,0
sess_0671,user_155,organic,mobile,US,03-01-2024,4,1
sess_0672,user_381,organic,mobile,US,14-03-2024,4,0
sess_0673,user_058,paid_search,desktop,US,18-02-2024,2,0
sess_0674,user_391,organic,mobile,UK,02-03-2024,3,0
sess_0675,user_254,email,mobile,DE,01-01-2024,4,0
sess_0676,user_682,social,mobile,UK,15-02-2024,5,0
sess_0677,user_163,direct,mobile,DE,08-02-2024,3,0
sess_0678,user_493,social,mobile,AU,19-02-2024,3,0
sess_0679,user_116,social,mobile,SG,23-02-2024,2,0
sess_0680,user_123,organic,mobile,US,09-03-2024,5,0
sess_0681,user_611,paid_search,mobile,AU,10-03-2024,4,0
sess_0682,user_347,organic,desktop,US,18-03-2024,5,0
sess_0683,user_550,direct,tablet,UK,29-01-2024,5,1
sess_0684,user_450,social,mobile,US,03-03-2024,3,0
sess_0685,user_041,social,mobile,US,29-01-2024,3,0
sess_0686,user_581,paid_search,mobile,US,04-02-2024,2,0
sess_0687,user_568,organic,mobile,DE,25-02-2024,5,0
sess_0688,user_376,organic,mobile,US,03-03-2024,5,0
sess_0689,user_635,paid_search,desktop,UK,04-01-2024,1,0
sess_0690,user_397,email,desktop,US,19-02-2024,5,0
sess_0691,user_331,organic,desktop,DE,13-02-2024,3,0
sess_0692,user_133,paid_search,mobile,US,26-03-2024,1,0
sess_0693,user_585,organic,mobile,US,27-03-2024,1,0
sess_0694,user_263,social,mobile,UK,21-02-2024,5,0
sess_0695,user_672,organic,mobile,DE,22-01-2024,6,1
sess_0696,user_370,paid_search,desktop,US,29-02-2024,1,0
sess_0697,user_632,paid_search,tablet,US,17-01-2024,1,0
sess_0698,user_532,organic,mobile,US,20-03-2024,2,0
sess_0699,user_673,organic,desktop,UK,09-03-2024,5,0
sess_0700,user_109,organic,desktop,US,04-01-2024,4,0
sess_0701,user_107,social,desktop,DE,20-02-2024,4,0
sess_0702,user_547,organic,mobile,US,16-03-2024,2,0
sess_0703,user_381,direct,mobile,US,13-03-2024,3,0
sess_0704,user_577,paid_search,desktop,SG,25-03-2024,2,0
sess_0705,user_464,paid_search,mobile,UK,04-01-2024,3,0
sess_0706,user_017,paid_search,mobile,DE,11-01-2024,5,0
sess_0707,user_220,paid_search,tablet,US,23-03-2024,2,0
sess_0708,user_567,email,mobile,SG,24-02-2024,3,0
sess_0709,user_365,paid_search,desktop,UK,18-01-2024,4,0
sess_0710,user_308,organic,mobile,SG,29-02-2024,3,0
sess_0711,user_495,organic,mobile,SG,24-01-2024,3,0
sess_0712,user_610,organic,desktop,DE,07-01-2024,1,0
sess_0713,user_343,social,mobile,SG,03-02-2024,1,0
sess_0714,user_669,organic,desktop,US,18-02-2024,2,0
sess_0715,user_313,email,tablet,UK,11-02-2024,1,0
sess_0716,user_157,paid_search,mobile,UK,28-01-2024,2,0
sess_0717,user_590,organic,desktop,US,28-02-2024,5,0
sess_0718,user_345,paid_search,mobile,US,11-02-2024,2,0
sess_0719,user_409,organic,desktop,US,13-02-2024,1,0
sess_0720,user_203,paid_search,desktop,US,18-02-2024,5,0
sess_0721,user_253,paid_search,desktop,US,05-02-2024,5,0
sess_0722,user_092,organic,mobile,US,23-02-2024,5,0
sess_0723,user_609,organic,mobile,US,02-02-2024,3,0
sess_0724,user_639,social,desktop,US,11-01-2024,4,0
sess_0725,user_160,organic,mobile,SG,01-03-2024,3,0
sess_0726,user_152,social,desktop,US,03-01-2024,5,0
sess_0727,user_313,email,desktop,US,10-03-2024,1,0
sess_0728,user_560,paid_search,mobile,US,07-01-2024,2,0
sess_0729,user_685,paid_search,mobile,UK,14-02-2024,2,0
sess_0730,user_062,organic,desktop,DE,29-01-2024,5,1
sess_0731,user_069,organic,desktop,UK,24-03-2024,3,1
sess_0732,user_020,paid_search,mobile,SG,09-01-2024,1,0
sess_0733,user_102,organic,desktop,US,24-03-2024,5,0
sess_0734,user_513,direct,mobile,UK,06-01-2024,2,0
sess_0735,user_313,direct,desktop,DE,04-01-2024,11,1
sess_0736,user_364,organic,mobile,US,01-02-2024,3,0
sess_0737,user_641,social,mobile,AU,26-01-2024,1,0
sess_0738,user_287,organic,mobile,AU,03-01-2024,5,0
sess_0739,user_534,organic,mobile,US,20-03-2024,4,0
sess_0740,user_587,direct,desktop,UK,20-01-2024,2,0
sess_0741,user_135,organic,tablet,SG,31-01-2024,5,0
sess_0742,user_317,organic,mobile,UK,17-01-2024,2,0
sess_0743,user_672,social,desktop,SG,01-03-2024,2,0
sess_0744,user_189,direct,tablet,US,26-03-2024,1,0
sess_0745,user_422,organic,desktop,DE,15-01-2024,4,0
sess_0746,user_156,organic,desktop,SG,13-03-2024,3,0
sess_0747,user_632,social,mobile,US,28-01-2024,5,0
sess_0748,user_368,organic,desktop,US,29-02-2024,1,0
sess_0749,user_666,organic,desktop,US,30-03-2024,4,0
sess_0750,user_232,paid_search,desktop,UK,02-02-2024,2,0
sess_0751,user_228,organic,desktop,US,17-02-2024,4,0
sess_0752,user_632,social,tablet,DE,22-01-2024,4,0
sess_0753,user_043,paid_search,mobile,UK,18-03-2024,4,0
sess_0754,user_609,social,desktop,DE,18-03-2024,5,0
sess_0755,user_463,paid_search,desktop,DE,15-01-2024,4,1
sess_0756,user_406,paid_search,desktop,SG,21-01-2024,5,0
sess_0757,user_195,direct,mobile,US,09-02-2024,1,0
sess_0758,user_171,organic,mobile,US,14-01-2024,4,0
sess_0759,user_475,paid_search,desktop,US,15-03-2024,2,0
sess_0760,user_560,email,mobile,DE,04-01-2024,5,0
sess_0761,user_207,organic,mobile,UK,09-02-2024,5,0
sess_0762,user_127,email,mobile,US,14-03-2024,2,0
sess_0763,user_524,organic,desktop,UK,27-03-2024,4,0
sess_0764,user_344,social,mobile,UK,18-02-2024,2,0
sess_0765,user_053,paid_search,desktop,US,20-02-2024,2,0
sess_0766,user_121,paid_search,mobile,DE,26-01-2024,2,0
sess_0767,user_470,email,tablet,US,10-01-2024,1,0
sess_0768,user_244,paid_search,mobile,SG,16-03-2024,4,0
sess_0769,user_615,organic,desktop,UK,29-03-2024,5,0
sess_0770,user_051,organic,desktop,US,21-03-2024,2,0
sess_0771,user_684,organic,mobile,US,01-02-2024,1,0
sess_0772,user_427,paid_search,desktop,US,14-01-2024,1,0
sess_0773,user_587,direct,mobile,US,30-03-2024,5,0
sess_0774,user_096,social,mobile,UK,08-02-2024,1,0
sess_0775,user_564,social,mobile,SG,28-03-2024,4,0
sess_0776,user_540,organic,mobile,US,17-03-2024,3,0
sess_0777,user_645,paid_search,mobile,US,16-01-2024,12,1
sess_0778,user_438,paid_search,mobile,DE,13-03-2024,3,0
sess_0779,user_133,social,mobile,UK,06-01-2024,3,0
sess_0780,user_625,social,mobile,DE,14-02-2024,2,0
sess_0781,user_641,organic,mobile,US,09-03-2024,4,0
sess_0782,user_424,social,desktop,US,24-02-2024,4,0
sess_0783,user_289,organic,mobile,SG,25-03-2024,2,0
sess_0784,user_117,organic,mobile,US,17-02-2024,1,0
sess_0785,user_180,social,mobile,DE,09-01-2024,1,0
sess_0786,user_037,organic,desktop,AU,05-03-2024,4,0
sess_0787,user_344,social,mobile,UK,23-03-2024,5,0
sess_0788,user_307,paid_search,desktop,AU,13-02-2024,11,1
sess_0789,user_340,paid_search,desktop,UK,02-01-2024,12,1
sess_0790,user_032,social,desktop,US,23-02-2024,3,0
sess_0791,user_399,organic,mobile,UK,03-03-2024,5,0
sess_0792,user_033,organic,mobile,DE,14-01-2024,3,0
sess_0793,user_222,organic,mobile,SG,25-02-2024,3,0
sess_0794,user_095,paid_search,mobile,US,16-02-2024,6,1
sess_0795,user_349,paid_search,mobile,UK,22-03-2024,2,0
sess_0796,user_101,direct,desktop,UK,28-02-2024,2,0
sess_0797,user_471,email,tablet,DE,20-01-2024,1,0
sess_0798,user_609,paid_search,desktop,US,25-02-2024,1,0
sess_0799,user_024,email,mobile,SG,23-01-2024,3,0
sess_0800,user_294,paid_search,mobile,SG,07-03-2024,2,0
sess_0801,user_162,organic,mobile,US,24-03-2024,2,0
sess_0802,user_556,organic,mobile,UK,04-02-2024,2,0
sess_0803,user_588,paid_search,mobile,US,19-03-2024,3,0
sess_0804,user_052,organic,mobile,UK,09-03-2024,4,0
sess_0805,user_089,organic,mobile,DE,02-03-2024,1,0
sess_0806,user_632,paid_search,mobile,UK,29-02-2024,4,0
sess_0807,user_081,paid_search,mobile,US,25-02-2024,5,0
sess_0808,user_100,direct,desktop,UK,16-03-2024,4,0
sess_0809,user_230,paid_search,desktop,DE,04-02-2024,2,0
sess_0810,user_682,organic,desktop,US,11-02-2024,2,0
sess_0811,user_487,organic,desktop,US,01-02-2024,1,0
sess_0812,user_619,organic,mobile,SG,12-01-2024,3,0
sess_0813,user_334,paid_search,mobile,US,05-02-2024,1,0
sess_0814,user_424,paid_search,mobile,US,27-02-2024,5,0
sess_0815,user_349,organic,mobile,US,01-02-2024,1,0
sess_0816,user_351,organic,desktop,US,29-02-2024,5,0
sess_0817,user_499,paid_search,mobile,DE,13-03-2024,5,0
sess_0818,user_181,organic,desktop,US,19-03-2024,4,0
sess_0819,user_389,organic,mobile,UK,26-03-2024,5,0
sess_0820,user_595,organic,desktop,US,18-02-2024,2,0
sess_0821,user_464,direct,desktop,US,13-02-2024,2,0
sess_0822,user_307,paid_search,mobile,UK,04-01-2024,3,0
sess_0823,user_353,paid_search,tablet,US,04-03-2024,4,0
sess_0824,user_302,direct,desktop,UK,11-02-2024,2,0
sess_0825,user_368,organic,tablet,AU,24-01-2024,11,1
sess_0826,user_404,organic,mobile,US,03-03-2024,5,0
sess_0827,user_679,social,desktop,US,28-01-2024,2,0
sess_0828,user_428,organic,mobile,UK,15-02-2024,3,0
sess_0829,user_664,organic,tablet,DE,03-02-2024,1,0
sess_0830,user_087,organic,desktop,UK,13-02-2024,2,0
sess_0831,user_436,organic,desktop,SG,05-02-2024,5,0
sess_0832,user_364,social,mobile,US,17-03-2024,4,0
sess_0833,user_514,organic,mobile,US,30-03-2024,2,0
sess_0834,user_582,organic,tablet,UK,05-02-2024,3,1
sess_0835,user_146,paid_search,mobile,UK,12-03-2024,1,0
sess_0836,user_477,social,mobile,SG,02-01-2024,3,0
sess_0837,user_649,paid_search,mobile,UK,07-03-2024,1,0
sess_0838,user_012,paid_search,desktop,UK,25-01-2024,5,0
sess_0839,user_362,paid_search,mobile,UK,11-01-2024,4,0
sess_0840,user_312,direct,desktop,US,31-01-2024,12,1
sess_0841,user_587,social,desktop,US,22-02-2024,2,0
sess_0842,user_497,organic,tablet,SG,03-03-2024,3,0
sess_0843,user_631,organic,mobile,SG,12-03-2024,2,0
sess_0844,user_606,organic,desktop,US,31-01-2024,2,0
sess_0845,user_497,social,desktop,US,29-03-2024,2,0
sess_0846,user_610,organic,mobile,US,01-03-2024,2,0
sess_0847,user_244,direct,mobile,UK,23-03-2024,4,0
sess_0848,user_056,social,desktop,US,03-03-2024,3,0
sess_0849,user_488,social,desktop,US,27-02-2024,4,0
sess_0850,user_700,organic,desktop,DE,03-01-2024,4,0
sess_0851,user_296,social,mobile,US,12-01-2024,1,0
sess_0852,user_100,direct,mobile,DE,07-02-2024,1,0
sess_0853,user_344,direct,desktop,AU,29-01-2024,3,0
sess_0854,user_692,organic,desktop,US,21-02-2024,4,0
sess_0855,user_694,social,desktop,UK,29-03-2024,3,0
sess_0856,user_013,social,mobile,UK,01-02-2024,1,0
sess_0857,user_258,paid_search,mobile,DE,09-02-2024,3,0
sess_0858,user_614,organic,mobile,US,25-03-2024,2,0
sess_0859,user_385,social,desktop,US,15-03-2024,2,0
sess_0860,user_189,social,desktop,UK,17-02-2024,1,0
sess_0861,user_438,organic,mobile,AU,01-03-2024,3,0
sess_0862,user_284,social,desktop,DE,11-03-2024,1,0
sess_0863,user_183,social,mobile,US,08-03-2024,3,0
sess_0864,user_661,paid_search,mobile,AU,14-02-2024,2,0
sess_0865,user_453,paid_search,mobile,DE,24-02-2024,1,0
sess_0866,user_457,social,mobile,US,11-03-2024,3,0
sess_0867,user_681,organic,mobile,DE,12-02-2024,3,1
sess_0868,user_528,paid_search,mobile,US,15-02-2024,1,0
sess_0869,user_554,social,desktop,UK,30-03-2024,1,0
sess_0870,user_581,organic,mobile,DE,28-02-2024,1,0
sess_0871,user_648,paid_search,tablet,US,04-02-2024,1,0
sess_0872,user_083,direct,desktop,US,09-02-2024,3,0
sess_0873,user_041,email,desktop,US,02-02-2024,5,0
sess_0874,user_646,direct,desktop,US,30-01-2024,1,0
sess_0875,user_144,social,mobile,SG,16-01-2024,2,0
sess_0876,user_065,organic,mobile,AU,25-01-2024,4,0
sess_0877,user_017,social,desktop,UK,10-02-2024,4,0
sess_0878,user_217,organic,mobile,DE,16-01-2024,4,1
sess_0879,user_153,email,desktop,UK,09-03-2024,5,0
sess_0880,user_670,social,mobile,US,29-03-2024,4,0
sess_0881,user_015,organic,tablet,UK,24-01-2024,2,0
sess_0882,user_626,organic,mobile,US,25-01-2024,4,0
sess_0883,user_610,organic,desktop,SG,28-01-2024,4,0
sess_0884,user_333,social,mobile,SG,02-03-2024,4,0
sess_0885,user_047,organic,desktop,UK,05-02-2024,2,0
sess_0886,user_173,paid_search,mobile,US,16-03-2024,4,0
sess_0887,user_137,social,desktop,US,08-03-2024,1,0
sess_0888,user_499,organic,desktop,UK,17-03-2024,1,0
sess_0889,user_291,organic,mobile,AU,06-02-2024,5,0
sess_0890,user_147,paid_search,desktop,DE,13-01-2024,2,0
sess_0891,user_039,social,mobile,US,25-01-2024,5,0
sess_0892,user_357,paid_search,desktop,UK,07-02-2024,3,0
sess_0893,user_634,paid_search,desktop,US,30-01-2024,1,0
sess_0894,user_284,paid_search,desktop,UK,16-02-2024,2,0
sess_0895,user_510,organic,mobile,US,23-01-2024,4,0
sess_0896,user_215,organic,desktop,US,08-02-2024,3,0
sess_0897,user_107,paid_search,mobile,SG,02-01-2024,1,0
sess_0898,user_528,social,tablet,US,09-03-2024,4,0
sess_0899,user_430,organic,desktop,DE,17-01-2024,3,0
sess_0900,user_234,organic,desktop,US,05-02-2024,3,0
sess_0901,user_076,organic,desktop,SG,06-01-2024,2,0
sess_0902,user_466,paid_search,mobile,SG,07-01-2024,5,0
sess_0903,user_277,organic,mobile,UK,11-03-2024,3,0
sess_0904,user_114,organic,mobile,DE,07-02-2024,2,0
sess_0905,user_619,email,mobile,US,30-03-2024,3,0
sess_0906,user_567,organic,desktop,AU,17-01-2024,5,0
